Senior Citizen,Partner,Tenure,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn,Age,Married,Number of Dependents,CLTV,Population,Internet Service_Fiber optic,Internet Service_No,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,1,50,1,1,1,0,1,0,1,1,1,103.95,5231.3,0,27,1,0,4363,69801,True,False,True,False,False,True,False
0,1,47,1,1,1,0,1,1,1,1,1,110.85,5275.8,1,42,1,0,3344,3979,True,False,True,False,True,False,False
0,1,8,1,0,0,0,0,0,0,0,0,20.15,165.5,0,30,1,3,3899,40545,False,True,False,True,False,False,True
0,0,18,1,0,0,0,0,0,0,0,0,20.05,358.5,0,61,0,0,4204,24708,False,True,False,False,False,False,True
0,1,72,1,1,1,1,1,1,1,1,1,91.95,6614.9,0,21,1,1,4403,4848,False,False,False,True,True,False,False
0,0,1,1,0,0,0,0,0,0,1,0,80.5,80.5,1,24,0,0,2734,274,True,False,False,False,False,True,False
1,0,42,1,1,0,0,1,0,0,0,0,55.65,2421.75,0,66,0,0,5831,8308,False,False,False,False,False,True,False
1,0,18,1,0,0,1,0,0,0,0,1,74.7,1294.6,0,78,0,0,3896,48690,True,False,False,False,False,True,False
0,0,13,1,1,0,1,1,0,1,1,1,104.15,1299.1,0,29,0,2,2810,11463,True,False,True,False,True,False,False
0,1,68,1,1,0,1,0,1,0,0,1,83.65,5733.4,0,50,1,2,5958,48690,True,False,True,False,False,False,False
0,0,4,1,1,0,0,0,0,0,0,1,72.2,305.55,1,20,0,0,5668,36125,True,False,False,False,False,False,False
0,0,69,1,1,1,1,1,0,1,1,1,110.05,7430.75,0,27,0,0,5798,40270,True,False,False,True,True,False,False
0,0,17,1,0,0,0,0,1,0,0,0,51.5,900.5,1,36,0,0,5659,35057,False,False,False,False,False,False,True
0,1,25,1,1,0,0,0,0,0,0,0,25.5,630.6,0,31,1,3,5230,22250,False,True,False,True,True,False,False
1,0,43,1,0,0,0,0,0,1,1,1,89.55,3856.75,1,74,0,0,3802,30876,True,False,False,False,False,False,True
0,1,59,1,0,0,0,0,0,0,0,0,19.5,1222.65,0,19,1,2,4579,25718,False,True,False,True,True,False,False
1,0,5,1,0,1,1,0,0,0,0,0,80.7,374.8,0,72,0,0,3468,1054,True,False,False,False,False,True,False
0,1,21,1,1,1,1,0,1,1,0,0,77.5,1625.0,1,34,1,0,5353,747,False,False,True,False,False,False,True
0,1,69,1,1,1,1,1,1,1,0,1,105.1,7234.8,0,19,1,3,4686,1374,True,False,True,False,True,False,False
0,0,13,0,0,0,0,0,0,0,0,1,25.15,331.85,0,37,0,0,4943,176,False,False,False,False,False,False,False
0,1,42,1,1,0,1,1,0,1,0,1,95.25,3959.35,1,37,1,0,2075,333,True,False,False,False,False,False,False
0,1,52,1,1,0,1,0,1,0,1,1,95.65,5088.4,0,27,1,0,4465,1575,True,False,False,False,True,False,False
1,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,1,77,0,0,2097,13485,True,False,False,False,False,True,False
0,1,61,1,1,1,1,1,1,0,1,1,80.8,4860.85,0,53,1,0,4302,3684,False,False,False,True,False,False,False
0,0,29,0,0,0,0,0,0,0,0,1,24.85,788.05,0,19,0,0,4161,9210,False,False,True,False,False,False,True
0,0,25,1,0,0,1,0,1,0,0,1,54.75,1266.35,0,37,0,1,5136,1591,False,False,True,False,True,False,False
0,1,5,1,0,0,0,0,1,1,0,1,85.75,470.95,1,38,1,0,3608,371,True,False,False,False,False,True,False
0,0,15,0,0,0,0,1,0,1,1,0,50.75,688.2,0,52,0,0,5091,2296,False,False,True,False,False,True,False
0,1,19,1,0,0,0,0,0,0,0,0,20.15,387.7,0,48,1,3,4246,91,False,True,False,True,False,False,True
0,0,44,1,0,0,0,0,0,0,0,0,20.05,845.25,0,28,0,0,2798,187,False,True,False,True,False,False,True
1,0,6,1,1,0,1,0,0,1,1,1,98.25,560.6,1,79,0,0,3330,30173,True,False,False,False,False,True,False
0,1,58,1,1,1,1,1,1,0,0,0,71.6,4230.25,0,44,1,3,4747,383,False,False,False,True,True,False,False
0,1,62,1,0,1,1,0,0,0,0,1,81.45,4983.05,0,27,1,3,5179,6216,True,False,True,False,True,False,False
0,1,70,0,0,0,1,1,1,1,1,1,58.4,4113.15,0,52,1,2,4117,14417,False,False,True,False,False,False,False
1,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,1,68,0,0,4095,476,False,False,False,False,False,False,True
0,1,10,0,0,1,1,1,1,0,1,0,53.7,521.0,0,49,1,2,5671,2349,False,False,False,True,True,False,False
0,0,26,1,0,0,0,0,0,0,0,1,19.6,471.85,0,64,0,0,3722,4101,False,True,True,False,False,False,False
0,0,66,1,1,0,1,0,0,0,1,0,89.4,5976.9,0,55,0,0,4889,175,True,False,False,False,True,False,False
0,1,7,1,0,0,0,0,0,0,0,1,69.0,506.9,1,25,1,0,5672,390,True,False,False,False,False,True,False
0,1,51,1,1,0,1,0,1,0,0,0,84.2,4299.75,0,36,1,3,4952,1916,True,False,True,False,False,False,False
0,1,72,1,1,1,1,1,1,1,0,1,106.1,7548.6,0,31,1,1,4890,4913,True,False,False,True,True,False,False
0,0,65,1,1,0,0,0,0,0,0,0,25.75,1654.75,0,56,0,0,5707,17979,False,True,False,True,False,False,True
0,0,2,1,0,0,0,0,0,0,0,0,46.05,80.35,1,27,0,0,4662,1373,False,False,False,False,False,False,False
0,0,70,1,1,1,1,0,1,0,0,0,64.95,4551.5,0,31,0,1,5392,438,False,False,True,False,False,False,False
0,1,72,1,1,0,1,1,1,1,1,1,85.45,6227.5,0,39,1,0,5641,9902,False,False,False,True,True,False,False
0,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,61,1,3,5811,1653,False,True,False,False,False,False,True
1,1,1,1,0,0,1,0,0,0,0,1,76.4,76.4,1,76,1,0,2426,11180,True,False,False,False,False,False,True
0,0,5,1,1,0,0,1,0,1,1,1,100.5,514.0,1,54,0,0,5180,2706,True,False,False,False,False,True,False
0,0,3,1,0,0,0,0,0,0,0,0,20.7,57.5,0,27,0,0,2011,882,False,True,False,False,False,False,True
0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,0,39,0,0,4477,2644,False,True,False,True,True,False,False
1,1,22,0,0,1,0,0,0,0,1,0,40.05,880.2,1,80,1,2,2061,3002,False,False,False,False,False,False,True
1,1,33,1,1,0,1,0,0,1,1,1,100.6,3270.25,0,79,1,0,3669,586,True,False,False,False,False,False,False
0,0,1,1,0,0,0,0,0,0,0,0,69.95,69.95,1,48,0,0,5066,2229,True,False,False,False,False,True,False
1,1,54,1,1,0,0,0,0,0,0,0,74.0,3919.15,0,73,1,0,4991,7789,True,False,False,False,False,False,False
0,1,72,1,1,0,1,0,0,1,1,1,99.4,7285.7,0,21,1,0,6022,1537,True,False,False,True,False,True,False
0,0,1,1,1,0,0,0,0,1,1,1,93.3,93.3,1,59,0,0,2578,148,True,False,False,False,False,True,False
0,0,3,1,0,0,0,1,0,0,0,1,49.15,169.05,1,47,0,0,5598,2223,False,False,False,False,False,True,False
0,1,72,1,1,1,1,1,1,0,1,0,107.45,7658.3,0,35,1,2,4505,1880,True,False,False,True,True,False,False
0,1,72,1,1,1,1,1,0,1,1,1,83.6,5959.3,0,36,1,1,4116,1113,False,False,False,True,True,False,False
1,1,54,1,1,0,0,1,0,1,1,1,99.05,5295.7,0,67,1,0,4011,1352,True,False,False,False,True,False,False
0,1,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,0,34,1,0,4093,1884,False,False,True,False,False,True,False
0,0,54,1,0,1,1,0,0,1,0,1,65.3,3512.9,0,47,0,0,4556,5995,False,False,False,True,False,False,False
0,0,60,1,1,0,0,1,0,1,0,1,89.55,5231.2,0,34,0,0,5874,298,True,False,False,True,False,True,False
0,1,60,0,0,0,1,1,1,1,1,0,60.8,3603.45,0,19,1,0,5784,31266,False,False,False,True,True,False,False
0,0,3,1,1,0,0,0,0,0,0,0,74.5,217.45,0,39,0,0,5203,34314,True,False,False,False,False,True,False
0,1,69,1,1,1,0,0,0,1,1,0,99.15,6875.35,0,52,1,0,5031,30988,True,False,False,True,False,False,False
0,1,1,1,0,0,0,0,0,0,0,0,19.25,19.25,0,29,1,5,2053,2344,False,True,False,False,False,True,False
0,1,50,0,0,1,0,0,0,1,0,1,39.45,2021.35,0,44,1,3,6018,309,False,False,False,False,True,False,False
0,0,56,0,0,0,0,0,0,1,1,1,44.85,2564.95,0,58,0,0,4021,13472,False,False,False,False,True,False,False
0,1,60,1,0,1,0,0,1,1,1,1,97.2,5611.75,0,59,1,0,4905,23701,True,False,False,True,False,True,False
1,1,69,1,1,1,0,1,1,1,1,1,110.55,7610.1,0,73,1,0,4887,240,True,False,True,False,False,False,True
0,0,1,0,0,0,0,0,0,0,1,0,35.05,35.05,1,62,0,0,3706,335,False,False,False,False,False,False,True
1,0,1,1,0,0,1,0,0,0,0,1,73.0,73.0,1,72,0,0,4116,752,True,False,False,False,False,True,False
0,1,3,1,0,0,0,0,0,0,0,1,19.9,45.75,0,55,1,0,3716,23224,False,True,False,False,False,False,True
0,1,60,1,0,0,1,0,1,1,1,0,76.95,4543.95,0,39,1,3,5053,23570,False,False,False,True,False,False,False
0,0,13,0,0,0,0,1,1,0,0,0,35.4,450.4,0,58,0,0,3239,261,False,False,False,True,False,False,True
0,1,62,1,0,0,0,0,0,0,0,0,20.45,1297.35,0,45,1,2,5746,199,False,True,False,True,False,False,False
0,0,45,1,1,1,1,0,0,0,1,0,96.75,4442.75,0,58,0,0,3682,15921,True,False,True,False,False,False,False
0,0,25,0,0,0,0,1,1,1,1,0,54.2,1423.15,0,37,0,0,4458,19596,False,False,True,False,False,True,False
0,0,44,1,0,0,0,1,1,1,1,0,100.1,4378.35,0,30,0,0,4025,1689,True,False,False,True,False,False,False
0,0,2,1,0,0,0,0,0,0,0,1,45.25,74.2,0,34,0,0,5441,1584,False,False,False,False,False,False,True
1,0,33,1,1,0,1,1,0,0,0,1,83.85,2716.3,1,78,0,0,2583,695,True,False,False,False,True,False,False
0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,1,43,0,0,3706,485,True,False,False,False,False,True,False
0,0,22,1,0,0,0,0,0,0,0,0,20.85,450.65,0,50,0,0,3171,1072,False,True,True,False,False,False,False
0,0,35,0,0,0,0,1,1,0,0,1,33.45,1175.85,0,59,0,0,2553,42239,False,False,False,False,False,False,True
0,1,29,1,0,0,0,0,0,0,0,0,20.2,558.8,0,40,1,1,2784,2965,False,True,False,True,False,False,True
1,1,27,1,1,1,0,1,0,0,0,1,85.9,2220.1,0,72,1,0,5755,228,True,False,True,False,False,True,False
0,0,54,1,0,0,1,1,1,0,0,1,61.0,3283.05,0,20,0,2,5594,12241,False,False,True,False,False,True,False
1,0,2,1,0,0,0,0,0,0,0,1,70.65,142.35,1,67,0,0,2189,2423,True,False,False,False,False,True,False
0,0,57,1,1,0,0,0,0,1,0,1,86.9,4939.25,0,45,0,0,6109,532,True,False,True,False,False,True,False
0,0,62,1,1,1,1,1,1,0,0,0,69.4,4237.5,0,55,0,0,6469,82,False,False,False,True,False,False,False
0,1,15,1,0,0,0,0,0,0,0,0,20.35,335.95,0,44,1,3,3205,3041,False,True,True,False,True,False,False
0,0,2,1,0,0,0,0,0,0,0,0,20.35,33.2,1,62,0,0,5627,1201,False,True,False,False,False,False,True
0,1,70,1,1,0,0,1,1,1,1,1,104.3,7188.5,0,50,1,0,5583,1215,True,False,False,True,False,False,False
0,1,21,1,0,0,0,0,0,0,0,1,44.95,926.25,0,33,1,2,3752,264,False,False,False,False,False,True,False
0,0,23,1,0,0,0,0,1,0,0,1,49.45,1119.35,0,61,0,3,5237,155,False,False,True,False,False,True,False
0,0,6,1,0,0,0,0,0,0,0,0,20.6,116.6,0,24,0,0,4439,1447,False,True,True,False,False,False,True
0,1,4,1,0,0,0,0,0,0,0,0,19.55,68.8,0,53,1,3,5573,265,False,True,False,True,True,False,False
0,0,3,1,0,1,0,1,0,1,1,1,99.0,287.4,1,29,0,0,5236,867,True,False,False,False,True,False,False
0,0,23,1,1,0,0,0,0,1,1,1,93.5,2341.55,0,46,0,0,4861,644,True,False,False,False,False,True,False
0,0,26,0,0,1,0,0,1,1,1,0,54.55,1362.85,0,22,0,0,4296,494,False,False,True,False,True,False,False
0,0,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0,24,0,2,2675,574,False,True,False,False,False,False,True
0,0,26,1,1,0,0,0,0,0,1,1,83.95,2254.2,1,36,0,0,5869,300,True,False,False,False,False,True,False
0,0,2,1,1,0,1,0,0,0,0,1,79.45,145.15,0,20,0,0,2657,163,True,False,False,False,False,True,False
0,0,67,1,1,1,1,1,1,1,1,0,116.2,7752.3,1,25,0,0,4495,1851,True,False,False,True,True,False,False
0,1,71,1,1,0,0,0,0,1,1,1,93.7,6585.35,1,55,1,0,4296,3284,True,False,False,True,False,False,False
0,0,59,1,1,1,1,1,1,0,1,0,79.85,4786.1,0,26,0,0,6041,660,False,False,True,False,True,False,False
0,1,39,1,1,0,0,1,0,1,1,0,100.0,3835.55,0,62,1,3,5434,395,True,False,True,False,False,True,False
0,0,21,1,0,0,0,0,0,0,0,0,19.6,397.0,0,45,0,2,2447,1125,False,True,False,True,False,False,True
0,0,1,1,0,0,0,0,0,0,0,0,19.7,19.7,1,42,0,0,5707,2020,False,True,False,False,False,False,True
0,1,48,1,0,0,0,0,0,0,0,0,20.2,1027.25,0,60,1,2,3828,202,False,True,False,True,False,False,False
1,1,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,0,72,1,0,2166,400,False,False,True,False,True,False,False
0,1,64,1,1,1,1,1,1,1,1,0,113.35,7222.75,0,63,1,1,4952,2369,True,False,True,False,False,True,False
0,1,46,1,1,0,1,0,0,0,0,1,80.0,3769.7,0,43,1,1,3315,270,True,False,False,False,False,False,False
0,0,52,1,1,0,0,1,1,1,1,1,80.95,4233.95,0,32,0,0,4924,1666,False,False,False,True,False,False,False
0,1,67,1,1,0,0,0,0,0,0,1,24.9,1680.25,0,54,1,1,5847,321,False,True,False,True,False,False,True
1,0,67,1,1,0,1,0,0,0,0,0,54.9,3725.5,0,68,0,0,4826,200,False,False,False,False,False,True,False
0,0,5,1,1,0,0,0,0,0,0,0,75.55,413.65,1,20,0,0,4600,42239,True,False,False,False,False,True,False
0,1,71,1,1,0,1,1,1,1,1,0,109.25,7707.7,0,32,1,0,5044,259,True,False,False,True,False,True,False
0,0,9,1,0,0,0,0,0,1,0,1,77.65,714.15,1,40,0,0,3847,222,True,False,False,False,False,False,False
1,0,26,1,1,1,1,0,0,0,1,1,95.0,2497.2,1,74,0,0,4232,18197,True,False,False,False,False,True,False
0,0,71,1,1,1,1,1,1,1,1,1,116.3,8309.55,0,22,0,0,4644,24944,True,False,True,False,False,False,False
0,0,32,1,0,0,0,0,0,0,0,0,19.9,601.55,0,35,0,0,4374,12756,False,True,False,False,False,False,False
0,0,2,1,0,0,0,0,0,0,0,0,70.35,139.25,0,32,0,0,3430,382,True,False,False,False,False,True,False
0,1,71,1,1,0,0,0,0,0,0,0,25.6,1888.25,0,48,1,0,5063,262,False,True,False,True,True,False,False
0,0,60,0,0,1,0,1,0,0,1,1,44.45,2773.9,0,29,0,0,4928,58830,False,False,True,False,False,True,False
1,0,55,1,1,0,0,1,0,1,1,1,100.15,5409.75,0,75,0,0,5182,43718,True,False,True,False,False,True,False
0,0,54,1,0,1,1,0,1,1,1,1,105.4,5643.4,1,31,0,0,4406,1417,True,False,True,False,True,False,False
0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,1,63,0,0,3790,3674,True,False,False,False,False,True,False
0,0,6,1,1,0,0,0,0,0,0,1,73.85,401.3,0,45,0,0,4220,699,True,False,False,False,False,False,True
0,1,48,1,0,1,1,1,0,0,1,1,70.1,3238.4,0,56,1,3,5476,67411,False,False,False,True,True,False,False
0,1,63,1,1,0,0,0,0,0,0,0,25.25,1573.05,0,19,1,3,6245,648,False,True,False,True,False,False,True
0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,1,64,0,0,4243,4426,True,False,False,False,False,True,False
0,0,12,1,0,0,0,0,0,0,0,0,21.05,235.8,0,19,0,2,4001,18529,False,True,False,False,True,False,False
1,1,54,0,0,0,0,0,0,0,0,1,24.95,1364.75,0,76,1,0,4691,41636,False,False,False,False,False,False,False
0,1,30,1,0,0,0,1,1,1,0,1,64.5,1985.15,0,56,1,1,2215,4097,False,False,True,False,False,True,False
0,1,30,1,0,0,0,0,0,0,0,0,19.65,655.85,1,42,1,0,2486,38534,False,True,False,False,False,False,False
0,0,4,1,0,0,0,0,0,1,0,1,79.0,303.15,1,61,0,0,2085,171,True,False,False,False,False,True,False
0,0,40,1,1,0,0,1,1,1,1,1,105.95,4335.2,0,41,0,0,3784,6197,True,False,True,False,True,False,False
0,1,9,1,0,0,0,0,1,0,0,1,75.85,647.5,0,39,1,1,4843,2756,True,False,False,False,False,True,False
0,1,17,1,0,1,0,0,1,1,0,0,91.85,1574.45,1,30,1,0,5643,40750,True,False,False,False,False,True,False
0,0,62,0,0,0,1,1,0,0,1,1,43.6,2748.7,0,38,0,0,4507,850,False,False,False,True,True,False,False
0,0,28,1,0,0,1,0,1,1,0,1,91.25,2483.65,0,50,0,0,2886,51855,True,False,True,False,False,False,False
0,0,70,1,1,1,1,1,1,1,1,0,89.75,6367.2,0,64,0,0,5150,5714,False,False,False,True,True,False,False
0,0,46,1,0,0,1,1,1,1,1,1,104.4,4904.2,0,20,0,0,4190,24194,True,False,False,True,False,False,False
0,1,23,1,1,0,0,1,0,0,1,0,90.15,2044.95,0,33,1,0,5110,2536,True,False,False,False,False,False,True
0,1,47,0,0,1,0,1,1,0,0,0,40.3,1794.8,0,27,1,1,5040,2723,False,False,True,False,False,True,False
0,1,68,1,0,1,1,1,0,1,1,1,105.25,7173.15,0,41,1,2,5795,1140,True,False,False,True,False,False,False
1,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,1,68,0,0,5507,659,True,False,True,False,False,True,False
0,0,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,0,28,0,1,4741,228,True,False,False,True,False,True,False
0,0,14,1,0,0,0,0,1,1,1,1,69.65,921.4,0,52,0,0,5351,1745,False,False,False,False,False,True,False
0,1,57,1,1,0,0,0,0,0,0,1,74.3,4018.35,0,59,1,2,4133,213,True,False,False,False,False,True,False
0,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,0,34,1,1,6153,9752,True,False,True,False,False,False,True
0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,25,0,0,4769,2010,False,True,False,False,False,False,True
0,0,1,1,0,0,0,0,1,0,0,1,49.9,49.9,1,34,0,1,3113,6202,False,False,False,False,False,False,True
0,0,23,1,1,0,0,1,1,1,0,1,96.9,2085.45,0,61,0,0,3875,1793,True,False,False,False,True,False,False
0,0,13,1,1,1,0,0,0,1,1,1,100.35,1358.85,1,54,0,0,2008,129,True,False,False,False,False,True,False
0,1,47,1,1,0,1,1,0,1,1,1,104.1,5135.15,0,61,1,0,3142,15286,True,False,False,False,False,True,False
0,0,38,1,0,0,0,0,0,0,0,0,20.1,730.1,0,38,0,0,2907,11191,False,True,True,False,False,False,True
1,1,38,1,1,0,0,0,0,0,0,1,74.95,2869.85,1,66,1,0,5165,485,True,False,False,False,False,False,False
1,0,2,1,1,0,1,0,0,0,0,1,56.55,118.25,0,68,0,0,2069,844,False,False,False,False,True,False,False
1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1,71,1,1,4478,929,False,False,False,False,True,False,False
0,1,15,1,0,0,0,0,0,0,0,1,68.6,1108.6,0,54,1,0,3351,6096,True,False,False,False,False,False,False
0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,0,49,0,0,5379,751,True,False,False,False,True,False,False
0,1,35,1,0,0,0,0,0,0,0,0,19.7,730.4,0,62,1,2,5636,32202,False,True,False,True,True,False,False
0,0,3,1,0,0,0,0,0,0,0,1,20.05,75.45,0,23,0,1,2948,25173,False,True,False,False,False,False,True
0,1,50,1,1,0,1,0,1,1,1,0,103.7,5071.05,1,28,1,0,5897,32040,True,False,False,False,False,True,False
0,1,42,1,1,1,0,1,0,0,1,1,94.4,4014.6,0,52,1,0,2662,2048,True,False,False,False,False,True,False
0,1,10,1,0,1,0,0,1,0,0,1,54.95,568.85,0,34,1,0,3519,1173,False,False,False,False,True,False,False
0,1,61,1,0,1,1,0,1,0,1,0,93.7,5860.7,0,19,1,0,4300,4354,True,False,True,False,False,False,False
0,0,68,1,1,1,1,0,1,1,1,0,110.25,7279.35,0,43,0,0,5502,5501,True,False,False,True,True,False,False
0,0,10,1,0,1,0,1,0,1,1,1,98.9,1064.95,0,37,0,0,4614,34146,True,False,True,False,False,True,False
0,1,65,1,1,1,1,1,0,0,0,0,89.75,5769.6,1,39,1,0,6110,901,True,False,True,False,False,True,False
0,1,72,1,0,1,0,1,1,1,1,1,80.45,5886.85,0,35,1,3,4480,2220,False,False,False,True,False,False,False
0,1,55,1,0,0,1,0,1,0,0,0,79.4,4238.45,0,43,1,3,4162,49729,True,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,1,20.3,20.3,1,44,0,0,3830,3815,False,True,False,False,False,False,True
0,0,7,1,0,0,0,1,1,0,1,0,62.8,418.3,0,42,0,0,4080,14010,False,False,False,False,False,False,False
0,0,2,1,1,0,0,0,0,0,0,1,74.9,136.05,0,50,0,0,2044,947,True,False,False,False,False,False,True
0,0,9,1,0,1,0,0,0,0,0,1,74.85,708.2,0,28,0,0,5770,364,True,False,False,False,False,True,False
0,0,27,1,1,0,0,0,0,0,0,1,25.85,788.55,0,54,0,1,2682,21510,False,True,False,True,True,False,False
1,1,7,1,1,0,0,1,0,1,1,1,101.95,700.85,1,65,1,0,2016,30614,True,False,False,False,False,True,False
0,1,64,1,0,0,1,1,1,0,1,1,68.3,4378.8,0,57,1,0,5425,1219,False,False,False,True,False,False,True
0,0,70,0,0,1,0,1,1,0,1,0,48.4,3442.8,0,23,0,0,4483,24738,False,False,False,True,False,False,False
1,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,1,65,0,0,5569,4731,True,False,False,False,False,True,False
1,0,67,1,0,1,1,0,1,1,1,1,105.05,7171.7,0,65,0,0,4143,2958,True,False,False,True,False,True,False
0,0,45,1,1,0,1,0,0,1,0,1,89.3,4016.85,1,41,0,0,4880,4610,True,False,False,False,True,False,False
0,0,24,1,1,0,0,0,0,0,0,0,25.15,553.0,0,19,0,0,3904,1472,False,True,False,True,True,False,False
0,1,4,1,0,0,0,0,0,0,0,0,19.5,96.85,0,62,1,2,5390,63157,False,True,False,True,True,False,False
0,1,44,1,0,0,0,1,0,1,1,1,92.95,4122.9,0,46,1,1,5635,32564,True,False,False,False,False,False,False
0,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,64,1,3,4528,1273,False,True,False,True,False,False,True
0,0,1,1,0,0,1,0,0,0,0,1,74.3,74.3,1,31,0,0,5996,2344,True,False,False,False,True,False,False
0,0,66,1,0,0,0,0,0,0,0,0,19.35,1240.8,0,58,0,0,5637,19050,False,True,False,True,False,False,False
0,0,1,0,0,0,1,0,1,0,1,1,44.65,44.65,1,49,0,0,3704,3600,False,False,False,False,False,False,True
0,1,13,1,0,1,0,0,0,0,1,0,84.05,1095.3,1,40,1,0,4745,5889,True,False,False,False,False,True,False
0,0,10,1,1,0,1,0,0,0,0,1,80.7,788.8,1,54,0,0,3492,8406,True,False,False,False,False,False,False
1,1,65,1,1,0,1,1,0,1,1,1,104.35,6578.55,0,76,1,0,4073,38547,True,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,42,0,3,5272,751,False,True,False,False,False,False,True
0,1,38,1,0,1,1,1,1,1,0,0,74.05,2802.3,0,59,1,3,5975,1526,False,False,True,False,False,True,False
0,0,23,0,0,1,0,1,1,0,0,0,40.1,857.75,0,36,0,3,2327,4829,False,False,False,True,False,False,True
0,1,10,1,0,0,0,0,0,0,0,0,20.1,184.4,0,23,1,0,3509,8525,False,True,True,False,False,False,True
0,0,4,1,1,0,1,0,0,1,1,1,101.7,364.55,1,28,0,0,2777,350,True,False,False,False,False,True,False
0,1,72,1,1,1,0,1,1,1,1,1,83.55,6093.3,0,25,1,2,5940,185,False,False,False,True,True,False,False
0,1,35,1,0,0,1,0,1,0,0,0,56.85,1861.1,0,20,1,0,3102,407,False,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,1,31,0,0,3663,183,False,True,False,False,False,False,True
0,1,58,1,0,0,0,0,0,0,0,0,19.55,1079.65,0,52,1,2,4125,69,False,True,False,True,True,False,False
0,1,70,1,0,0,1,1,1,1,1,1,106.15,7475.1,0,37,1,3,4649,3747,True,False,True,False,False,True,False
0,1,38,1,1,0,1,1,0,1,1,0,78.95,2862.55,0,56,1,3,2125,8577,False,False,True,False,True,False,False
0,1,60,0,0,0,1,0,0,1,1,1,49.75,3069.45,0,39,1,3,6307,88,False,False,False,False,False,True,False
0,0,26,1,1,1,1,0,0,1,0,1,92.4,2349.8,0,34,0,0,5461,25,True,False,False,False,True,False,False
0,0,8,1,0,1,1,0,1,0,0,0,58.2,469.25,0,60,0,0,3325,31,False,False,True,False,False,False,False
0,1,41,1,1,0,0,1,1,1,1,1,102.6,4213.35,1,36,1,0,2098,299,True,False,True,False,False,True,False
1,1,36,1,1,0,1,0,0,1,0,1,91.95,3301.05,0,74,1,0,3273,20675,True,False,False,False,True,False,False
1,0,54,1,0,0,0,1,1,0,1,0,65.25,3529.95,0,79,0,0,6161,25418,False,False,True,False,False,False,False
0,1,71,1,1,0,1,1,0,1,1,1,106.0,7723.7,1,60,1,0,4072,47065,True,False,False,True,False,False,False
0,0,55,1,1,0,0,0,0,0,0,1,73.1,4144.9,0,50,0,0,5832,22028,True,False,False,False,False,True,False
0,0,72,1,1,1,1,0,0,0,0,0,59.75,4265.0,0,40,0,0,4515,15494,False,False,False,True,False,False,False
0,0,3,1,0,1,0,0,1,0,0,1,55.1,154.65,1,43,0,2,4412,15022,False,False,False,False,False,False,True
0,1,54,1,1,0,1,1,0,0,0,1,59.8,3246.45,0,61,1,3,5898,16599,False,False,False,True,False,False,False
0,1,72,1,1,1,1,1,1,1,1,1,116.6,8337.45,0,26,1,1,5227,25355,True,False,False,True,False,False,False
0,0,52,1,1,1,0,1,1,1,1,1,109.3,5731.4,0,54,0,0,5624,16164,True,False,False,True,False,True,False
1,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,0,74,0,0,4483,14966,True,False,True,False,False,False,False
0,0,39,0,0,0,0,1,0,1,1,1,50.65,1905.4,0,56,0,0,5433,21313,False,False,False,False,True,False,False
0,0,15,1,0,0,0,0,0,1,0,0,56.15,931.9,0,28,0,0,5473,15975,False,False,True,False,False,False,True
0,0,69,1,1,0,0,1,1,1,1,1,106.5,7348.8,1,58,0,0,4859,37031,True,False,False,True,False,False,False
0,1,43,1,0,0,0,0,0,0,0,1,19.2,776.25,0,39,1,1,5594,35426,False,True,True,False,False,False,True
1,0,63,1,1,1,1,1,1,1,0,0,83.0,5243.05,0,71,0,0,5428,44683,False,False,True,False,False,False,False
1,1,2,1,0,0,0,0,0,0,0,0,70.1,141.65,0,70,1,0,5592,72199,True,False,False,False,False,True,False
0,1,72,1,0,1,1,1,1,1,1,1,108.3,7679.65,0,51,1,2,4183,30580,True,False,False,True,False,False,False
0,1,32,1,1,0,0,1,0,0,1,1,91.05,2954.5,1,51,1,0,3590,30715,True,False,False,False,False,False,False
